Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Oversampling,Best First,Sensitive threshold,131,261,188,9,0.334184,0.935714,0.677211,0.218864
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Oversampling,Best First,Sensitive threshold,78,74,375,62,0.513158,0.557143,0.696166,0.381092
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Oversampling,Best First,Sensitive threshold,75,48,401,65,0.609756,0.535714,0.714405,0.447508
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Oversampling,Best First,Sensitive threshold,104,236,256,20,0.305882,0.838710,0.679517,0.217405
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Oversampling,Best First,Sensitive threshold,88,107,385,36,0.451282,0.709677,0.746099,0.405389
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Oversampling,Best First,Sensitive threshold,85,143,349,39,0.372807,0.685484,0.697417,0.300559
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Oversampling,Best First,Sensitive threshold,96,275,267,16,0.258760,0.857143,0.674881,0.182423
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Oversampling,Best First,Sensitive threshold,104,284,258,8,0.268041,0.928571,0.702293,0.204592
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Oversampling,Best First,Sensitive threshold,75,182,360,37,0.291829,0.669643,0.666925,0.220573
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Oversampling,Best First,Sensitive threshold,51,354,266,4,0.125926,0.927273,0.678152,0.091371
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Oversampling,Best First,Sensitive threshold,47,112,508,8,0.295597,0.854545,0.836950,0.362004
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Oversampling,Best First,Sensitive threshold,41,188,432,14,0.179039,0.745455,0.721114,0.181130
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Oversampling,Best First,Sensitive learning,139,146,128,26,0.487719,0.842424,0.762387,0.270454
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Oversampling,Best First,Sensitive learning,128,86,188,37,0.598131,0.775758,0.791418,0.436127
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Oversampling,Best First,Sensitive learning,97,102,172,68,0.487437,0.587879,0.584185,0.207127
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Oversampling,Best First,Sensitive learning,3,0,321,115,1.000000,0.025424,0.565394,0.036748
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Oversampling,Best First,Sensitive learning,20,4,317,98,0.833333,0.169492,0.703245,0.209902
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Oversampling,Best First,Sensitive learning,0,0,321,118,NaN,0.000000,0.514705,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Oversampling,Best First,Sensitive learning,128,220,229,12,0.367816,0.914286,0.861048,0.280770
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Oversampling,Best First,Sensitive learning,78,74,375,62,0.513158,0.557143,0.764015,0.381092
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Oversampling,Best First,Sensitive learning,75,48,401,65,0.609756,0.535714,0.742006,0.447508
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Oversampling,Best First,Sensitive learning,108,265,227,16,0.289544,0.870968,0.775341,0.189808
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Oversampling,Best First,Sensitive learning,88,107,385,36,0.451282,0.709677,0.839029,0.405389
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Oversampling,Best First,Sensitive learning,85,143,349,39,0.372807,0.685484,0.738469,0.300559
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Oversampling,Best First,Sensitive learning,102,327,215,10,0.237762,0.910714,0.748501,0.144809
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Oversampling,Best First,Sensitive learning,103,235,307,9,0.304734,0.919643,0.827812,0.269969
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Oversampling,Best First,Sensitive learning,75,182,360,37,0.291829,0.669643,0.703314,0.220573
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Oversampling,Best First,Sensitive learning,51,354,266,4,0.125926,0.927273,0.803240,0.091371
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Oversampling,Best First,Sensitive learning,47,110,510,8,0.299363,0.854545,0.863695,0.367003
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Oversampling,Best First,Sensitive learning,41,188,432,14,0.179039,0.745455,0.733211,0.181130
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,No,114,79,195,51,0.590674,0.690909,0.759611,0.389443
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,No,91,43,231,74,0.679104,0.551515,0.792480,0.409899
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,No,102,94,180,63,0.520408,0.618182,0.642579,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,No,0,0,321,118,NaN,0.000000,0.711046,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,No,13,2,319,105,0.866667,0.110169,0.707693,0.143563
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,No,1,0,321,117,1.000000,0.008475,0.612770,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,No,95,68,381,45,0.582822,0.678571,0.850493,0.498920
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Undersampling,Best First,No,39,18,431,101,0.684211,0.278571,0.791282,0.299601
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Undersampling,Best First,No,77,47,402,63,0.620968,0.550000,0.744289,0.463552
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Undersampling,Best First,No,87,142,350,37,0.379913,0.701613,0.788347,0.313664
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Undersampling,Best First,No,51,24,468,73,0.680000,0.411290,0.834833,0.425373
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Undersampling,Best First,No,84,123,369,40,0.405797,0.677419,0.751336,0.341846
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Undersampling,Best First,No,79,188,354,33,0.295880,0.705357,0.776316,0.231439
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Undersampling,Best First,No,27,21,521,85,0.562500,0.241071,0.831065,0.261631
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Undersampling,Best First,No,77,165,377,35,0.318182,0.687500,0.709665,0.262301
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Undersampling,Best First,No,45,240,380,10,0.157895,0.818182,0.772346,0.148372
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Undersampling,Best First,No,25,9,611,30,0.735294,0.454545,0.870880,0.532706
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Undersampling,Best First,No,41,225,395,14,0.154135,0.745455,0.693974,0.139210
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,Sensitive threshold,155,223,51,10,0.410053,0.939394,0.562763,0.099879
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,Sensitive threshold,123,81,193,42,0.602941,0.745455,0.724917,0.429635
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,Sensitive threshold,102,94,180,63,0.520408,0.618182,0.637558,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,Sensitive threshold,6,4,317,112,0.600000,0.050847,0.519193,0.054020
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,Sensitive threshold,27,11,310,91,0.710526,0.228814,0.597273,0.247631
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,Sensitive threshold,1,0,321,117,1.000000,0.008475,0.504237,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,Sensitive threshold,136,281,168,4,0.326139,0.971429,0.672797,0.205610
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Undersampling,Best First,Sensitive threshold,90,80,369,50,0.529412,0.642857,0.732342,0.432773
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Undersampling,Best First,Sensitive threshold,77,49,400,63,0.611111,0.550000,0.720434,0.456579
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Undersampling,Best First,Sensitive threshold,106,230,262,18,0.315476,0.854839,0.693680,0.236282
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Undersampling,Best First,Sensitive threshold,86,85,407,38,0.502924,0.693548,0.760392,0.456127
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Undersampling,Best First,Sensitive threshold,89,170,322,35,0.343629,0.717742,0.686107,0.264514
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Undersampling,Best First,Sensitive threshold,100,303,239,12,0.248139,0.892857,0.666908,0.164388
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Undersampling,Best First,Sensitive threshold,112,541,1,0,0.171516,1.000000,0.500923,0.000633
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Undersampling,Best First,Sensitive threshold,80,213,329,32,0.273038,0.714286,0.660648,0.195786
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Undersampling,Best First,Sensitive threshold,51,431,189,4,0.105809,0.927273,0.616056,0.051154
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Undersampling,Best First,Sensitive threshold,55,619,1,0,0.081602,1.000000,0.500806,0.000263
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Undersampling,Best First,Sensitive threshold,41,226,394,14,0.153558,0.745455,0.690469,0.138206
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,Sensitive learning,142,148,126,23,0.489655,0.860606,0.756857,0.278495
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,Sensitive learning,122,81,193,43,0.600985,0.739394,0.792457,0.424335
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,Sensitive learning,102,94,180,63,0.520408,0.618182,0.642579,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,Sensitive learning,5,4,317,113,0.555556,0.042373,0.458406,0.042253
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,Sensitive learning,27,11,310,91,0.710526,0.228814,0.707693,0.247631
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,Sensitive learning,1,0,321,117,1.000000,0.008475,0.612770,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,Sensitive learning,132,254,195,8,0.341969,0.942857,0.840089,0.235042
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Undersampling,Best First,Sensitive learning,90,80,369,50,0.529412,0.642857,0.791282,0.432773
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Undersampling,Best First,Sensitive learning,77,49,400,63,0.611111,0.550000,0.744289,0.456579
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Undersampling,Best First,Sensitive learning,111,284,208,13,0.281013,0.895161,0.786331,0.174940
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Undersampling,Best First,Sensitive learning,86,85,407,38,0.502924,0.693548,0.834833,0.456127
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Undersampling,Best First,Sensitive learning,89,170,322,35,0.343629,0.717742,0.751205,0.264514
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Undersampling,Best First,Sensitive learning,106,360,182,6,0.227468,0.946429,0.759102,0.125221
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Undersampling,Best First,Sensitive learning,112,541,1,0,0.171516,1.000000,0.831065,0.000633
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Undersampling,Best First,Sensitive learning,80,213,329,32,0.273038,0.714286,0.709517,0.195786
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Undersampling,Best First,Sensitive learning,51,387,233,4,0.116438,0.927273,0.789809,0.072630
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Undersampling,Best First,Sensitive learning,55,619,1,0,0.081602,1.000000,0.870880,0.000263
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Undersampling,Best First,Sensitive learning,41,226,394,14,0.153558,0.745455,0.693974,0.138206
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Smote,Best First,No,111,86,188,54,0.563452,0.672727,0.741340,0.345530
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Smote,Best First,No,125,183,91,40,0.405844,0.757576,0.645698,0.076504
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Smote,Best First,No,101,92,182,64,0.523316,0.612121,0.661270,0.267331
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Smote,Best First,No,0,0,321,118,NaN,0.000000,0.710967,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Smote,Best First,No,16,3,318,102,0.842105,0.135593,0.724814,0.171832
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Smote,Best First,No,0,0,321,118,NaN,0.000000,0.603741,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Smote,Best First,No,56,27,422,84,0.674699,0.400000,0.833256,0.395238
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Smote,Best First,No,47,25,424,93,0.652778,0.335714,0.816115,0.336230
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Smote,Best First,No,49,36,413,91,0.576471,0.350000,0.707883,0.311998
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Smote,Best First,No,68,90,402,56,0.430380,0.548387,0.754565,0.331470
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Smote,Best First,No,60,31,461,64,0.659341,0.483871,0.858387,0.467380
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Smote,Best First,No,64,81,411,60,0.441379,0.516129,0.733527,0.330559
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Smote,Best First,No,59,112,430,53,0.345029,0.526786,0.730117,0.264808
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Smote,Best First,No,28,14,528,84,0.666667,0.250000,0.849796,0.298068
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Smote,Best First,No,58,103,439,54,0.360248,0.517857,0.733082,0.279341
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Smote,Best First,No,31,118,502,24,0.208054,0.563636,0.734633,0.209876
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Smote,Best First,No,26,14,606,29,0.650000,0.472727,0.882097,0.514023
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Smote,Best First,No,25,138,482,30,0.153374,0.454545,0.659883,0.122427
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Smote,Best First,Sensitive threshold,150,208,66,15,0.418994,0.909091,0.574983,0.121661
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Smote,Best First,Sensitive threshold,146,273,1,19,0.348449,0.884848,0.444249,-0.085364
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Smote,Best First,Sensitive threshold,101,93,181,64,0.520619,0.612121,0.636353,0.263494
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Smote,Best First,Sensitive threshold,6,3,318,112,0.666667,0.050847,0.520751,0.058625
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Smote,Best First,Sensitive threshold,26,11,310,92,0.702703,0.220339,0.593036,0.237654
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Smote,Best First,Sensitive threshold,0,0,321,118,NaN,0.000000,0.500000,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Smote,Best First,Sensitive threshold,129,215,234,11,0.375000,0.921429,0.721293,0.294783
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Smote,Best First,Sensitive threshold,82,72,377,58,0.532468,0.585714,0.712679,0.411208
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Smote,Best First,Sensitive threshold,49,37,412,91,0.569767,0.350000,0.633797,0.308546
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Smote,Best First,Sensitive threshold,92,153,339,32,0.375510,0.741935,0.715480,0.315736
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Smote,Best First,Sensitive threshold,90,111,381,34,0.447761,0.725806,0.750098,0.405927
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Smote,Best First,Sensitive threshold,68,118,374,56,0.365591,0.548387,0.654275,0.259943
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Smote,Best First,Sensitive threshold,84,218,324,28,0.278146,0.750000,0.673893,0.207889
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Smote,Best First,Sensitive threshold,112,542,0,0,0.171254,1.000000,0.500000,0.000000
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Smote,Best First,Sensitive threshold,64,147,395,48,0.303318,0.571429,0.650105,0.222274
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Smote,Best First,Sensitive threshold,47,357,263,8,0.116337,0.854545,0.639370,0.071632
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Smote,Best First,Sensitive threshold,48,139,481,7,0.256684,0.872727,0.824267,0.309777
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Smote,Best First,Sensitive threshold,25,142,478,30,0.149701,0.454545,0.612757,0.116976
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Smote,Best First,Sensitive learning,140,138,136,25,0.503597,0.848485,0.751471,0.303493
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Smote,Best First,Sensitive learning,146,273,1,19,0.348449,0.884848,0.645698,-0.085364
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Smote,Best First,Sensitive learning,101,93,181,64,0.520619,0.612121,0.661270,0.263494
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Smote,Best First,Sensitive learning,4,1,320,114,0.800000,0.033898,0.543957,0.044152
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Smote,Best First,Sensitive learning,26,11,310,92,0.702703,0.220339,0.724814,0.237654
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Smote,Best First,Sensitive learning,0,0,321,118,NaN,0.000000,0.603741,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Smote,Best First,Sensitive learning,112,128,321,28,0.466667,0.800000,0.850955,0.413332
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Smote,Best First,Sensitive learning,82,72,377,58,0.532468,0.585714,0.816115,0.411208
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Smote,Best First,Sensitive learning,49,37,412,91,0.569767,0.350000,0.707883,0.308546
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Smote,Best First,Sensitive learning,98,187,305,26,0.343860,0.790323,0.764875,0.276150
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Smote,Best First,Sensitive learning,89,99,393,35,0.473404,0.717742,0.858387,0.432952
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Smote,Best First,Sensitive learning,68,118,374,56,0.365591,0.548387,0.733510,0.259943
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Smote,Best First,Sensitive learning,87,255,287,25,0.254386,0.776786,0.739959,0.168800
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Smote,Best First,Sensitive learning,112,542,0,0,0.171254,1.000000,0.849796,0.000000
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Smote,Best First,Sensitive learning,64,147,395,48,0.303318,0.571429,0.732950,0.222274
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Smote,Best First,Sensitive learning,47,305,315,8,0.133523,0.854545,0.757698,0.104786
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Smote,Best First,Sensitive learning,48,137,483,7,0.259459,0.872727,0.882097,0.313802
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Smote,Best First,Sensitive learning,25,142,478,30,0.149701,0.454545,0.659883,0.116976
